ID_Poliza,Fecha_Contratacion,Producto,Canal_Venta,Prima_Anual,Monto_Asegurado,Cliente_Edad,Cliente_Sexo,Cliente_Ingreso_Mensual,Siniestro_Reportado,Monto_Siniestro,Estado_Poliza,Región
POL04256,2022-10-15,Vida Premium,Agente,1628.68,164496.68,42,Femenino,1562.99,No,0.0,Activa,Santander
POL04257,2023-08-19,Protección Familiar,Digital,1210.4,65361.600000000006,36,Masculino,4961.63,No,0.0,Activa,Antioquia
POL04258,2023-08-05,Vida Básico,Digital,1141.46,149531.26,68,Femenino,2864.28,No,0.0,Activa,Atlántico
POL04259,2022-08-12,Vida Premium,Call Center,450.9,13977.9,36,Masculino,1504.97,No,0.0,Activa,Cundinamarca
POL04260,2022-06-17,Vida Plus,Broker,1199.73,117573.54000000001,59,Masculino,3139.88,No,0.0,Activa,Bogotá
POL04261,2024-12-16,Vida Básico,Broker,1161.52,197458.4,38,Masculino,2887.18,Sí,95265.77,Cancelada,Atlántico
POL04262,2024-10-26,Vida Plus,Digital,997.28,31912.96,67,Masculino,4430.29,No,0.0,Activa,Atlántico
POL04263,2024-08-02,Protección Familiar,Digital,1544.61,38615.25,69,Masculino,5153.57,No,0.0,Activa,Antioquia
POL04264,2023-07-02,Vida Plus,Agente,1121.53,95330.05,36,Femenino,3163.35,No,0.0,Cancelada,Antioquia
POL04265,2023-12-25,Vida Premium,Digital,949.98,135847.14,54,Masculino,5126.79,No,0.0,Vencida,Cundinamarca
POL04266,2023-02-08,Protección Familiar,Agente,584.66,83606.37999999999,32,Masculino,3845.88,No,0.0,Activa,Bogotá
POL04267,2025-02-26,Vida Básico,Agente,631.85,118787.8,36,Femenino,3538.72,No,0.0,Activa,Valle del Cauca
POL04268,2023-11-20,Vida Plus,Agente,1065.46,165146.30000000002,37,Femenino,5370.93,No,0.0,Cancelada,Bogotá
POL04269,2023-05-02,Protección Familiar,Agente,1273.77,86616.36,70,Masculino,1000.0,No,0.0,Activa,Atlántico
POL04270,2024-07-30,Protección Familiar,Call Center,679.99,23799.65,24,Femenino,5346.08,No,0.0,Activa,Cundinamarca
POL04271,2023-12-13,Vida Básico,Digital,1124.68,37114.44,72,Masculino,3555.45,Sí,22272.36,Activa,Santander
POL04272,2024-06-20,Vida Premium,Agente,306.48,31873.920000000002,29,Masculino,3268.21,No,0.0,Activa,Bogotá
POL04273,2023-05-26,Vida Básico,Digital,1035.41,140815.76,55,Masculino,2410.56,No,0.0,Activa,Atlántico
POL04274,2024-11-12,Vida Básico,Digital,778.49,154141.02,64,Femenino,5235.63,Sí,149938.89,Activa,Cundinamarca
POL04275,2022-09-04,Vida Plus,Call Center,671.51,109456.13,19,Masculino,2578.71,No,0.0,Activa,Atlántico
POL04276,2024-09-21,Vida Premium,Call Center,567.45,53907.75000000001,29,Masculino,1000.0,No,0.0,Activa,Bogotá
POL04277,2022-07-26,Protección Familiar,Call Center,1268.86,163682.93999999997,28,Masculino,1542.26,No,0.0,Activa,Valle del Cauca
POL04278,2023-05-07,Vida Premium,Agente,476.92,63907.28,27,Femenino,3345.47,No,0.0,Activa,Santander
POL04279,2023-11-03,Vida Premium,Broker,664.13,49145.62,34,Masculino,4263.15,Sí,44072.22,Activa,Bogotá
POL04280,2023-01-07,Protección Familiar,Digital,1118.38,121903.42000000001,38,Masculino,2208.79,No,0.0,Vencida,Cundinamarca
POL04281,2023-02-21,Vida Premium,Call Center,1097.89,27447.250000000004,58,Femenino,3086.02,No,0.0,Activa,Cundinamarca
POL04282,2023-12-07,Vida Básico,Agente,782.33,47722.130000000005,68,Masculino,2508.36,Sí,25902.75,Activa,Atlántico
POL04283,2024-08-30,Vida Plus,Digital,692.08,64363.44,29,Masculino,1856.94,No,0.0,Activa,Valle del Cauca
POL04284,2025-04-04,Vida Básico,Digital,851.99,51971.39,56,Femenino,1226.5,No,0.0,Vencida,Valle del Cauca
POL04285,2023-02-19,Protección Familiar,Digital,1568.89,127080.09000000001,53,Masculino,2293.44,No,0.0,Activa,Antioquia
POL04286,2025-01-09,Vida Premium,Broker,1379.18,209635.36000000002,25,Masculino,4705.91,No,0.0,Cancelada,Valle del Cauca
POL04287,2022-12-04,Protección Familiar,Agente,863.49,139885.38,57,Femenino,3325.96,No,0.0,Vencida,Atlántico
POL04288,2022-09-15,Vida Plus,Call Center,1285.53,34709.31,38,Femenino,6254.87,No,0.0,Cancelada,Valle del Cauca
POL04289,2025-01-01,Protección Familiar,Agente,611.16,16501.32,33,Femenino,6091.69,No,0.0,Activa,Cundinamarca
POL04290,2023-08-06,Vida Plus,Call Center,992.26,28775.54,22,Femenino,2661.16,Sí,15795.57,Activa,Santander
POL04291,2023-12-02,Vida Básico,Digital,1140.79,220172.47,32,Masculino,5912.18,No,0.0,Cancelada,Bogotá
POL04292,2023-07-02,Vida Plus,Broker,263.82,5804.04,19,Masculino,3488.5,No,0.0,Cancelada,Atlántico
POL04293,2025-04-08,Protección Familiar,Broker,1470.68,189717.72,66,Femenino,2865.67,No,0.0,Activa,Antioquia
POL04294,2023-05-23,Vida Básico,Call Center,1100.2,198036.0,49,Femenino,3036.66,No,0.0,Activa,Bogotá
POL04295,2025-04-10,Protección Familiar,Digital,922.47,43356.090000000004,65,Femenino,3967.93,No,0.0,Activa,Santander
POL04296,2022-10-31,Vida Plus,Broker,1337.92,107033.6,46,Femenino,2572.14,No,0.0,Activa,Atlántico
POL04297,2022-11-27,Protección Familiar,Call Center,471.99,35399.25,40,Masculino,4244.85,No,0.0,Activa,Santander
POL04298,2023-09-17,Vida Premium,Agente,458.09,20614.05,31,Masculino,3613.18,No,0.0,Activa,Valle del Cauca
POL04299,2024-03-13,Vida Plus,Agente,763.43,49622.95,61,Femenino,1409.5,No,0.0,Activa,Santander
POL04300,2024-02-08,Vida Básico,Broker,950.06,86455.45999999999,54,Femenino,3313.94,No,0.0,Activa,Cundinamarca
POL04301,2023-07-18,Vida Premium,Agente,1274.04,87908.76,24,Femenino,4079.51,No,0.0,Activa,Bogotá
POL04302,2022-10-17,Vida Plus,Digital,816.56,121667.43999999999,43,Masculino,4523.62,No,0.0,Activa,Antioquia
POL04303,2023-09-11,Vida Premium,Digital,1205.29,147045.38,26,Femenino,3442.38,No,0.0,Vencida,Atlántico
POL04304,2023-06-20,Vida Básico,Broker,960.27,64338.09,34,Masculino,3737.06,No,0.0,Activa,Antioquia
POL04305,2023-01-02,Vida Plus,Agente,602.1,82487.7,35,Femenino,2210.7,No,0.0,Activa,Antioquia
POL04306,2023-12-09,Vida Premium,Broker,887.47,174831.59,73,Masculino,4854.94,Sí,81173.82,Activa,Antioquia
POL04307,2022-12-20,Vida Premium,Call Center,1052.4,175750.80000000002,66,Femenino,2731.82,Sí,112824.62,Activa,Santander
POL04308,2023-03-06,Vida Premium,Digital,964.48,145636.48,48,Femenino,3379.79,Sí,36849.2,Activa,Atlántico
POL04309,2022-11-08,Protección Familiar,Agente,920.44,48783.32,32,Femenino,3363.58,No,0.0,Activa,Santander
POL04310,2023-01-12,Vida Básico,Agente,1411.61,187744.12999999998,45,Masculino,3494.96,No,0.0,Activa,Bogotá
POL04311,2022-08-25,Vida Básico,Agente,1167.45,128419.5,40,Femenino,2527.96,No,0.0,Activa,Valle del Cauca
POL04312,2023-11-02,Vida Básico,Broker,1299.3,31183.199999999997,32,Femenino,3031.43,Sí,8962.6,Activa,Santander
POL04313,2022-09-12,Vida Básico,Digital,563.46,36624.9,69,Femenino,2157.05,No,0.0,Cancelada,Santander
POL04314,2024-08-23,Vida Básico,Call Center,699.41,137084.36,55,Masculino,2243.7,No,0.0,Activa,Valle del Cauca
POL04315,2024-02-01,Vida Plus,Broker,824.75,123712.5,69,Masculino,2826.74,No,0.0,Activa,Cundinamarca
POL04316,2024-06-21,Vida Plus,Broker,1116.25,92648.75,66,Femenino,2529.61,No,0.0,Activa,Cundinamarca
POL04317,2024-08-02,Vida Plus,Agente,514.71,66912.3,71,Masculino,3549.72,Sí,30796.88,Activa,Valle del Cauca
POL04318,2023-03-02,Vida Plus,Broker,1053.27,121126.05,54,Femenino,2878.63,No,0.0,Cancelada,Cundinamarca
POL04319,2022-08-12,Vida Plus,Agente,1011.71,164908.73,31,Femenino,1591.08,No,0.0,Cancelada,Atlántico
POL04320,2024-11-16,Vida Premium,Call Center,1077.47,155155.68,34,Femenino,2504.82,No,0.0,Activa,Cundinamarca
POL04321,2023-04-28,Vida Plus,Broker,585.07,41539.97,21,Masculino,3209.03,No,0.0,Cancelada,Valle del Cauca
POL04322,2023-11-27,Protección Familiar,Broker,1090.09,75216.20999999999,41,Masculino,3033.43,No,0.0,Cancelada,Valle del Cauca
POL04323,2025-04-06,Vida Plus,Call Center,1288.5,85041.0,48,Masculino,5024.11,No,0.0,Cancelada,Bogotá
POL04324,2024-09-14,Vida Básico,Call Center,1316.71,233057.67,49,Femenino,1863.63,No,0.0,Activa,Cundinamarca
POL04325,2025-06-09,Vida Básico,Agente,1170.39,91290.42000000001,61,Femenino,4894.63,No,0.0,Activa,Valle del Cauca
POL04326,2025-01-22,Vida Básico,Agente,361.4,17708.6,49,Femenino,4455.41,No,0.0,Cancelada,Antioquia
POL04327,2025-03-05,Vida Plus,Agente,669.1,96350.40000000001,51,Masculino,2523.6,No,0.0,Activa,Bogotá
POL04328,2023-09-02,Protección Familiar,Digital,893.64,150131.52,67,Masculino,5106.98,No,0.0,Activa,Santander
POL04329,2023-12-06,Protección Familiar,Broker,891.52,72213.12,50,Masculino,2677.78,No,0.0,Activa,Bogotá
POL04330,2024-02-07,Vida Básico,Broker,653.07,45061.83,34,Femenino,1768.45,No,0.0,Cancelada,Santander
POL04331,2022-09-07,Protección Familiar,Agente,661.6,31095.2,48,Masculino,3713.24,No,0.0,Activa,Atlántico
POL04332,2023-07-08,Vida Básico,Call Center,1358.53,122267.7,22,Femenino,2518.39,Sí,67286.36,Vencida,Atlántico
POL04333,2024-12-09,Vida Premium,Call Center,1082.92,157023.40000000002,67,Femenino,4326.46,No,0.0,Activa,Atlántico
POL04334,2022-10-18,Protección Familiar,Broker,530.79,21231.6,44,Femenino,2490.37,No,0.0,Activa,Atlántico
POL04335,2023-09-09,Vida Básico,Agente,999.16,138883.24,25,Femenino,5176.41,No,0.0,Activa,Antioquia
POL04336,2024-05-09,Vida Premium,Digital,589.15,48899.45,51,Masculino,2467.16,No,0.0,Cancelada,Atlántico
POL04337,2022-06-17,Vida Premium,Digital,681.36,85170.0,63,Masculino,2479.06,No,0.0,Activa,Atlántico
POL04338,2022-09-21,Protección Familiar,Digital,1040.78,162361.68,40,Masculino,2005.9,No,0.0,Activa,Bogotá
POL04339,2024-03-21,Vida Básico,Call Center,988.6,56350.200000000004,69,Masculino,4809.87,No,0.0,Activa,Bogotá
POL04340,2024-12-09,Protección Familiar,Call Center,1057.38,103623.24,65,Masculino,3464.24,Sí,83719.39,Activa,Antioquia
POL04341,2025-01-23,Vida Básico,Digital,693.66,29827.379999999997,48,Femenino,1687.34,Sí,12241.12,Cancelada,Santander
POL04342,2023-04-21,Vida Premium,Broker,824.23,138470.64,59,Femenino,4045.52,No,0.0,Cancelada,Antioquia
POL04343,2024-09-04,Vida Plus,Call Center,739.94,34037.240000000005,19,Femenino,2388.18,No,0.0,Cancelada,Atlántico
POL04344,2025-04-12,Vida Premium,Digital,731.45,119957.8,33,Masculino,4638.38,No,0.0,Activa,Santander
POL04345,2023-05-23,Protección Familiar,Digital,850.3,95233.59999999999,21,Femenino,6103.12,No,0.0,Activa,Bogotá
POL04346,2023-02-25,Protección Familiar,Call Center,1226.37,159428.09999999998,64,Femenino,3072.65,No,0.0,Activa,Bogotá
POL04347,2025-02-26,Vida Básico,Broker,1003.08,45138.6,53,Masculino,3410.49,No,0.0,Cancelada,Cundinamarca
POL04348,2025-05-01,Vida Básico,Broker,413.19,33055.2,64,Femenino,3428.12,No,0.0,Activa,Antioquia
POL04349,2025-03-07,Vida Básico,Agente,1138.58,170787.0,63,Masculino,6838.25,No,0.0,Activa,Santander
POL04350,2023-01-18,Vida Básico,Call Center,491.5,44726.5,63,Femenino,5450.4,No,0.0,Activa,Cundinamarca
POL04351,2024-04-21,Vida Plus,Call Center,777.92,129134.71999999999,65,Masculino,3812.72,Sí,32438.14,Activa,Bogotá
POL04352,2024-03-06,Vida Básico,Agente,573.99,74044.71,20,Masculino,3542.45,No,0.0,Cancelada,Bogotá
POL04353,2022-09-27,Vida Básico,Broker,878.65,122132.34999999999,34,Masculino,3167.51,No,0.0,Activa,Santander
POL04354,2025-01-09,Vida Premium,Call Center,678.31,82075.51,24,Masculino,3978.2,No,0.0,Activa,Santander
POL04355,2023-07-08,Vida Plus,Broker,825.73,21468.98,38,Femenino,3762.6,No,0.0,Activa,Antioquia
POL04356,2024-08-25,Protección Familiar,Call Center,578.9,105938.7,64,Femenino,3797.42,No,0.0,Cancelada,Valle del Cauca
POL04357,2025-05-01,Vida Básico,Agente,446.12,20075.4,27,Masculino,5569.23,No,0.0,Vencida,Valle del Cauca
POL04358,2024-10-10,Protección Familiar,Broker,1218.66,194985.6,58,Femenino,3582.35,No,0.0,Activa,Atlántico
POL04359,2022-07-19,Vida Premium,Call Center,1116.45,65870.55,44,Femenino,4196.99,Sí,60619.59,Activa,Valle del Cauca
POL04360,2022-08-02,Vida Premium,Digital,1076.8,92604.8,27,Masculino,3911.3,No,0.0,Activa,Cundinamarca
POL04361,2023-03-14,Vida Plus,Digital,900.09,117011.7,30,Masculino,3091.6,Sí,106247.6,Activa,Santander
POL04362,2023-04-18,Vida Básico,Broker,1207.83,183590.15999999997,30,Femenino,2668.45,No,0.0,Activa,Santander
POL04363,2024-09-24,Vida Premium,Call Center,1535.94,196600.32,18,Masculino,3953.22,No,0.0,Cancelada,Santander
POL04364,2025-05-24,Vida Plus,Broker,673.81,97702.45,62,Masculino,3533.51,Sí,37072.5,Activa,Bogotá
POL04365,2022-10-11,Vida Plus,Digital,1092.05,29485.35,57,Femenino,3475.49,No,0.0,Activa,Antioquia
POL04366,2022-08-26,Protección Familiar,Call Center,927.8,152159.19999999998,61,Femenino,6023.26,Sí,120667.2,Activa,Antioquia
POL04367,2023-05-21,Vida Básico,Digital,1076.38,170068.04,59,Femenino,3786.16,No,0.0,Cancelada,Atlántico
POL04368,2023-07-16,Protección Familiar,Call Center,783.76,46241.84,55,Masculino,1581.51,Sí,33183.06,Activa,Valle del Cauca
POL04369,2023-12-10,Vida Premium,Call Center,1123.58,86515.65999999999,42,Femenino,3609.85,No,0.0,Cancelada,Valle del Cauca
POL04370,2024-09-05,Vida Premium,Agente,755.56,55911.439999999995,50,Femenino,3335.81,Sí,18900.01,Activa,Atlántico
POL04371,2023-07-15,Vida Premium,Broker,736.33,37552.83,35,Femenino,3074.49,No,0.0,Activa,Santander
POL04372,2022-12-29,Vida Básico,Digital,1014.61,186688.24,67,Masculino,4807.13,No,0.0,Cancelada,Santander
POL04373,2024-08-08,Protección Familiar,Call Center,839.64,113351.4,43,Femenino,4328.07,No,0.0,Activa,Antioquia
POL04374,2023-12-25,Protección Familiar,Broker,1061.15,72158.20000000001,36,Masculino,3012.77,No,0.0,Activa,Atlántico
POL04375,2023-05-23,Vida Plus,Agente,578.05,94222.15,44,Masculino,3786.32,No,0.0,Activa,Bogotá
POL04376,2024-04-01,Vida Básico,Call Center,604.99,32064.47,69,Femenino,3574.43,No,0.0,Activa,Cundinamarca
POL04377,2023-08-12,Vida Básico,Call Center,1141.48,50225.12,55,Masculino,4249.78,No,0.0,Vencida,Antioquia
POL04378,2023-07-08,Vida Premium,Call Center,676.79,16919.75,38,Masculino,3147.17,No,0.0,Activa,Bogotá
POL04379,2022-09-23,Vida Básico,Digital,562.68,106346.51999999999,32,Femenino,3719.14,No,0.0,Cancelada,Atlántico
POL04380,2024-02-18,Vida Básico,Call Center,876.2,25409.800000000003,49,Femenino,3530.07,No,0.0,Vencida,Valle del Cauca
POL04381,2023-01-03,Vida Premium,Call Center,1029.86,78269.35999999999,42,Femenino,2086.18,No,0.0,Activa,Antioquia
POL04382,2022-10-02,Vida Básico,Broker,1147.13,169775.24000000002,60,Masculino,1732.08,No,0.0,Activa,Cundinamarca
POL04383,2024-08-21,Vida Básico,Agente,820.24,32809.6,74,Masculino,2913.61,No,0.0,Activa,Atlántico
POL04384,2023-12-03,Vida Básico,Call Center,1137.45,203603.55000000002,30,Femenino,5018.85,No,0.0,Activa,Antioquia
POL04385,2024-04-11,Vida Plus,Digital,666.99,48023.28,30,Masculino,3339.65,No,0.0,Activa,Santander
POL04386,2023-11-28,Protección Familiar,Call Center,798.13,142067.13999999998,24,Femenino,3960.64,No,0.0,Vencida,Santander
POL04387,2023-10-24,Vida Premium,Digital,967.62,37737.18,48,Femenino,2951.58,Sí,18157.73,Activa,Cundinamarca
POL04388,2023-08-04,Vida Plus,Call Center,218.49,31462.56,38,Masculino,3629.2,No,0.0,Activa,Cundinamarca
POL04389,2023-08-07,Vida Básico,Call Center,937.59,116261.16,28,Masculino,4342.05,No,0.0,Activa,Atlántico
POL04390,2025-03-13,Vida Básico,Digital,1541.02,157184.04,57,Masculino,1862.97,No,0.0,Activa,Antioquia
POL04391,2025-04-10,Vida Premium,Broker,1379.43,212432.22,27,Femenino,3649.25,No,0.0,Activa,Santander
POL04392,2024-09-28,Protección Familiar,Broker,1114.75,157179.75,45,Masculino,3151.57,No,0.0,Cancelada,Antioquia
POL04393,2024-06-27,Vida Premium,Broker,1270.7,156296.1,21,Femenino,4359.27,No,0.0,Activa,Antioquia
POL04394,2024-04-26,Vida Básico,Call Center,1197.17,220279.28000000003,59,Masculino,1498.8,No,0.0,Activa,Bogotá
POL04395,2022-11-06,Vida Premium,Broker,968.93,109489.09,60,Masculino,3078.46,No,0.0,Activa,Valle del Cauca
POL04396,2025-04-05,Vida Premium,Agente,1105.84,81832.15999999999,68,Masculino,2919.84,No,0.0,Activa,Bogotá
POL04397,2024-03-26,Vida Básico,Call Center,1047.32,23041.039999999997,49,Masculino,5736.95,No,0.0,Activa,Antioquia
POL04398,2023-03-24,Vida Básico,Broker,677.2,121218.8,24,Femenino,3696.71,No,0.0,Activa,Cundinamarca
POL04399,2024-08-29,Vida Premium,Agente,852.67,46896.85,68,Masculino,3151.83,No,0.0,Activa,Valle del Cauca
POL04400,2024-04-05,Vida Premium,Agente,855.91,30812.76,20,Masculino,4468.87,Sí,17853.16,Cancelada,Atlántico
POL04401,2022-09-15,Vida Premium,Agente,822.78,16455.6,27,Femenino,4095.27,No,0.0,Activa,Santander
POL04402,2024-02-08,Protección Familiar,Agente,1551.36,234255.36,20,Masculino,3276.11,Sí,186206.93,Vencida,Santander
POL04403,2022-06-25,Protección Familiar,Digital,1093.14,47005.020000000004,31,Femenino,4531.7,No,0.0,Activa,Antioquia
POL04404,2025-03-12,Vida Plus,Digital,676.51,133272.47,35,Femenino,4491.74,No,0.0,Activa,Atlántico
POL04405,2022-10-25,Vida Premium,Digital,625.73,58818.62,59,Masculino,3704.25,No,0.0,Activa,Bogotá
POL04406,2023-01-11,Protección Familiar,Broker,798.31,113360.01999999999,28,Femenino,3870.46,No,0.0,Activa,Valle del Cauca
POL04407,2023-07-13,Vida Plus,Broker,536.31,92781.62999999999,22,Femenino,3914.34,No,0.0,Cancelada,Atlántico
POL04408,2025-05-10,Vida Premium,Digital,1202.14,46883.46000000001,55,Masculino,1353.19,No,0.0,Activa,Valle del Cauca
POL04409,2022-07-25,Vida Básico,Agente,526.74,96920.16,40,Masculino,3337.71,No,0.0,Cancelada,Bogotá
POL04410,2024-11-27,Vida Premium,Call Center,635.54,81349.12,45,Femenino,3285.95,No,0.0,Activa,Valle del Cauca
POL04411,2024-12-21,Vida Plus,Broker,371.12,29318.48,74,Masculino,2546.94,No,0.0,Cancelada,Santander
POL04412,2024-07-11,Vida Básico,Digital,414.35,67953.40000000001,26,Femenino,2662.95,No,0.0,Activa,Santander
POL04413,2023-01-24,Protección Familiar,Call Center,805.29,65228.49,59,Femenino,3460.34,Sí,31024.91,Activa,Santander
POL04414,2024-10-06,Vida Básico,Broker,1044.3,71012.4,42,Masculino,4023.74,No,0.0,Cancelada,Antioquia
POL04415,2023-12-31,Vida Básico,Call Center,831.8,118115.59999999999,20,Femenino,2789.81,No,0.0,Activa,Cundinamarca
POL04416,2023-06-06,Vida Plus,Broker,1235.7,234783.0,37,Masculino,5220.36,No,0.0,Activa,Valle del Cauca
POL04417,2024-07-25,Protección Familiar,Call Center,1368.71,179301.01,64,Femenino,2087.56,No,0.0,Cancelada,Cundinamarca
POL04418,2022-11-17,Vida Premium,Agente,967.62,73539.12,62,Femenino,1830.68,No,0.0,Activa,Valle del Cauca
POL04419,2024-10-04,Vida Plus,Digital,1262.1,157762.5,39,Masculino,3466.38,No,0.0,Activa,Valle del Cauca
POL04420,2024-09-10,Protección Familiar,Digital,887.15,86053.55,42,Femenino,3765.01,No,0.0,Activa,Antioquia
POL04421,2023-02-20,Vida Básico,Call Center,303.1,26066.600000000002,71,Femenino,5855.74,No,0.0,Activa,Antioquia
POL04422,2022-08-01,Protección Familiar,Agente,715.92,126717.84,62,Femenino,4753.6,Sí,30639.33,Activa,Atlántico
POL04423,2023-06-20,Protección Familiar,Broker,776.02,124163.2,57,Femenino,4304.28,No,0.0,Activa,Antioquia
POL04424,2024-08-11,Vida Básico,Call Center,1421.64,183391.56000000003,32,Masculino,4964.9,Sí,26538.7,Cancelada,Atlántico
POL04425,2024-01-08,Vida Plus,Digital,1514.1,180177.9,36,Femenino,2407.42,No,0.0,Activa,Cundinamarca
POL04426,2023-03-10,Vida Básico,Broker,735.39,16913.97,18,Masculino,2777.26,No,0.0,Activa,Atlántico
POL04427,2023-09-15,Vida Plus,Digital,1189.84,236778.15999999997,55,Masculino,2478.06,No,0.0,Activa,Cundinamarca
POL04428,2024-10-30,Vida Premium,Digital,1304.29,260858.0,34,Masculino,3770.39,No,0.0,Cancelada,Antioquia
POL04429,2024-09-18,Protección Familiar,Agente,1411.23,169347.6,56,Masculino,4085.03,No,0.0,Activa,Atlántico
POL04430,2023-05-04,Protección Familiar,Agente,994.28,77553.84,25,Femenino,4288.79,No,0.0,Activa,Cundinamarca
POL04431,2023-12-12,Vida Básico,Agente,768.51,101443.31999999999,31,Masculino,4821.93,No,0.0,Activa,Antioquia
POL04432,2025-05-30,Protección Familiar,Digital,691.14,129243.18,29,Masculino,4703.01,No,0.0,Activa,Antioquia
POL04433,2024-10-31,Vida Premium,Broker,1050.43,152312.35,23,Masculino,2164.05,No,0.0,Activa,Santander
POL04434,2024-10-13,Vida Plus,Digital,1248.79,117386.26,38,Masculino,3935.05,No,0.0,Activa,Bogotá
POL04435,2023-07-31,Protección Familiar,Broker,667.34,122123.22,53,Femenino,3428.99,No,0.0,Activa,Santander
POL04436,2024-01-30,Vida Básico,Agente,848.23,37322.12,55,Masculino,3571.82,No,0.0,Activa,Valle del Cauca
POL04437,2023-08-01,Vida Básico,Digital,200.0,23200.0,65,Masculino,4636.49,No,0.0,Activa,Santander
POL04438,2023-05-08,Vida Premium,Call Center,1169.49,140338.8,53,Masculino,4922.2,No,0.0,Activa,Valle del Cauca
POL04439,2024-10-10,Vida Premium,Call Center,835.76,164644.72,43,Femenino,1728.69,Sí,83852.14,Cancelada,Atlántico
POL04440,2024-12-02,Vida Básico,Agente,777.2,128238.00000000001,39,Masculino,3411.22,No,0.0,Activa,Cundinamarca
POL04441,2023-02-09,Vida Premium,Digital,661.4,47620.799999999996,31,Femenino,4482.19,No,0.0,Cancelada,Atlántico
POL04442,2025-03-27,Vida Plus,Call Center,557.05,49577.45,62,Femenino,2174.4,No,0.0,Cancelada,Antioquia
POL04443,2024-11-10,Protección Familiar,Digital,760.04,93484.92,33,Masculino,2696.61,No,0.0,Activa,Cundinamarca
POL04444,2024-05-09,Vida Plus,Digital,608.3,48055.7,52,Femenino,5090.01,Sí,28136.31,Activa,Bogotá
POL04445,2024-04-11,Vida Plus,Digital,1363.27,50440.99,44,Masculino,7274.91,No,0.0,Activa,Santander
POL04446,2022-08-09,Protección Familiar,Broker,1188.97,101062.45,33,Femenino,1975.41,No,0.0,Vencida,Cundinamarca
POL04447,2022-08-06,Vida Plus,Call Center,880.88,103943.84,43,Masculino,4443.76,No,0.0,Activa,Santander
POL04448,2023-01-22,Vida Premium,Broker,1200.01,97200.81,36,Masculino,3208.73,No,0.0,Activa,Bogotá
POL04449,2025-03-07,Vida Básico,Agente,1228.63,68803.28,26,Masculino,2623.01,No,0.0,Activa,Bogotá
POL04450,2023-04-12,Protección Familiar,Agente,1180.03,221845.63999999998,26,Masculino,3814.42,No,0.0,Cancelada,Atlántico
POL04451,2025-01-15,Vida Básico,Call Center,1209.58,116119.68,59,Masculino,4995.12,No,0.0,Activa,Santander
POL04452,2025-06-09,Vida Plus,Agente,745.52,106609.36,69,Femenino,3822.45,No,0.0,Vencida,Bogotá
POL04453,2023-01-25,Vida Básico,Broker,1112.68,189155.6,34,Masculino,3141.59,No,0.0,Cancelada,Antioquia
POL04454,2022-09-15,Vida Básico,Agente,782.88,75939.36,18,Femenino,4416.68,No,0.0,Vencida,Santander
POL04455,2024-03-20,Vida Plus,Agente,789.45,145258.80000000002,65,Femenino,2940.05,No,0.0,Cancelada,Bogotá
POL04456,2022-12-10,Vida Plus,Digital,946.12,113534.4,42,Femenino,2596.97,Sí,32987.77,Activa,Santander
POL04457,2023-08-17,Protección Familiar,Agente,918.04,19278.84,69,Femenino,3838.06,No,0.0,Activa,Valle del Cauca
POL04458,2024-11-15,Vida Básico,Agente,314.27,49654.659999999996,74,Femenino,4448.89,No,0.0,Activa,Santander
POL04459,2023-03-30,Vida Plus,Call Center,1113.88,62377.280000000006,24,Femenino,2719.68,No,0.0,Activa,Valle del Cauca
POL04460,2022-10-20,Vida Premium,Digital,464.45,75240.9,53,Femenino,4588.2,Sí,34505.58,Cancelada,Antioquia
POL04461,2022-07-14,Vida Básico,Broker,804.8,158545.59999999998,66,Masculino,1000.0,No,0.0,Activa,Antioquia
POL04462,2023-05-07,Vida Plus,Broker,689.06,39276.42,52,Femenino,3797.9,No,0.0,Activa,Bogotá
POL04463,2022-08-02,Vida Plus,Broker,1177.2,143618.4,53,Masculino,4439.37,No,0.0,Cancelada,Antioquia
POL04464,2023-05-15,Vida Básico,Digital,778.63,26473.42,62,Masculino,2882.98,No,0.0,Activa,Cundinamarca
POL04465,2023-12-14,Vida Plus,Broker,1073.26,101959.7,29,Masculino,4310.59,No,0.0,Activa,Bogotá
POL04466,2023-07-21,Protección Familiar,Agente,668.87,94979.54,43,Femenino,1944.3,No,0.0,Cancelada,Santander
POL04467,2023-05-29,Protección Familiar,Agente,669.1,67579.1,63,Femenino,5445.89,No,0.0,Activa,Santander
POL04468,2023-06-01,Protección Familiar,Agente,922.77,95968.08,72,Femenino,2149.83,No,0.0,Activa,Atlántico
POL04469,2022-12-02,Vida Básico,Agente,704.32,92265.92000000001,20,Femenino,2930.08,No,0.0,Vencida,Valle del Cauca
POL04470,2023-05-17,Vida Plus,Agente,200.0,17800.0,73,Femenino,4532.4,No,0.0,Cancelada,Bogotá
POL04471,2023-02-17,Vida Premium,Digital,1756.09,66731.42,56,Masculino,5040.54,No,0.0,Activa,Cundinamarca
POL04472,2022-09-21,Protección Familiar,Agente,723.25,107041.0,66,Masculino,3863.57,No,0.0,Activa,Santander
POL04473,2025-05-09,Vida Plus,Broker,498.91,75834.32,44,Masculino,2197.37,No,0.0,Cancelada,Santander
POL04474,2023-12-31,Vida Básico,Call Center,369.27,62775.899999999994,26,Masculino,3590.99,No,0.0,Activa,Santander
POL04475,2024-09-29,Protección Familiar,Broker,849.33,18685.260000000002,62,Masculino,1757.53,No,0.0,Activa,Atlántico
